The locations of the cars in image swissimage-dop10_2022_2682-1249_0.1_2056.tif

Row 1 of the image:
140, 55
128, 54
182, 74
169, 68
260, 108
272, 115
278, 119
318, 133
393, 57
411, 175
465, 195
418, 178
458, 482
534, 226
1159, 237
1193, 258
1671, 152
1774, 149
1735, 128
1906, 125
1936, 138
1859, 195
1899, 207
1970, 241
1991, 251
1980, 242
1557, 336
1552, 353
2037, 274
2084, 295
2126, 318
2297, 390
2344, 412
2354, 422
3818, 276
3824, 232
3837, 173
3843, 123
3860, 63
3965, 83
3993, 87
3747, 358
3762, 328
5189, 32
5310, 397
5377, 340
5395, 294
5083, 436
5010, 449
5143, 218
5650, 249
5652, 261
5543, 162
5687, 489
6710, 296
7507, 50
7549, 98
7589, 132
7645, 146
7667, 159
7688, 177
7725, 220
7769, 263
7775, 241
7647, 126
7669, 140
7783, 320
7894, 426
7931, 458
7879, 411
8369, 211
8411, 259
8381, 200
8421, 249
8458, 314
8475, 331
8007, 484
8011, 471
8508, 339
8513, 364
8532, 380
9154, 19
9192, 51
9231, 75
9274, 103
9314, 62
9324, 67
9687, 320
9655, 296
9619, 276
9581, 324
9611, 345
9699, 408
9760, 451
9798, 478
9718, 421
9710, 410
9805, 485

Row 2 of the image:
698, 989
1015, 629
1596, 930
1651, 790
1662, 796
2485, 940
2381, 992
2386, 983
2596, 680
2617, 662
2564, 727
2724, 553
2846, 617
2893, 638
2857, 626
2931, 657
2980, 679
2951, 667
2870, 811
2851, 875
2862, 828
2538, 887
2549, 884
3030, 702
3071, 722
3113, 738
3158, 760
3200, 786
3245, 807
3348, 852
3383, 869
3324, 847
3453, 988
3088, 729
3045, 710
3261, 806
3751, 661
3738, 714
3742, 700
3744, 942
5199, 773
5185, 811
5243, 664
5223, 509
5135, 908
5355, 990
5384, 991
5355, 990
5378, 994
5661, 828
5646, 837
5856, 733
5857, 732
5723, 544
7055, 589
7139, 608
7117, 587
7156, 627
7125, 603
7149, 681
7137, 702
7132, 694
7140, 671
7304, 829
7362, 760
7371, 751
7349, 879
7388, 931
8043, 532
8065, 544
8101, 584
8175, 701
8248, 763
8285, 809
8346, 821
8374, 837
8417, 873
8451, 905
8370, 823
8492, 947
8494, 938
8353, 805
8416, 860
8508, 968
8548, 991
9407, 960
9425, 953
9923, 618
9929, 636
9961, 704
9971, 715
9989, 747
9974, 719
9753, 754
9767, 741

Row 3 of the image:
384, 1408
400, 1439
373, 1433
392, 1455
14, 1270
491, 1090
494, 1115
529, 1170
531, 1188
560, 1255
569, 1244
588, 1119
600, 1109
554, 1374
557, 1369
2397, 1085
2417, 1036
2386, 1452
2811, 1256
2795, 1296
2769, 1317
2775, 1300
2656, 1331
2606, 1303
2518, 1260
2730, 1374
2739, 1380
2686, 1346
2902, 1477
2828, 1427
3438, 1015
3725, 1248
3709, 1270
3700, 1300
3975, 1070
4675, 1106
4694, 1117
4731, 1090
4890, 1258
4884, 1280
4803, 1479
4782, 1476
5358, 1299
5314, 1114
5303, 1107
5299, 1139
5294, 1137
5396, 1029
5374, 1020
5156, 1063
5183, 1068
5208, 1080
5813, 1464
5933, 1481
5940, 1467
6261, 1096
6680, 1454
7225, 1185
7261, 1158
7232, 1181
7038, 1301
7509, 1121
7530, 1159
7564, 1204
7536, 1171
7595, 1249
7562, 1199
7652, 1337
8352, 1341
8338, 1363
8335, 1366
8339, 1368
8546, 1009
8530, 1446
9465, 1058

Row 4 of the image:
257, 1718
247, 1747
234, 1764
226, 1774
240, 1762
262, 1709
226, 1801
260, 1791
271, 1769
397, 1572
408, 1588
190, 1943
106, 1688
697, 1702
578, 1680
670, 1696
562, 1675
890, 1889
865, 1891
888, 1900
842, 1893
823, 1891
1198, 1546
1412, 1619
1894, 1914
1926, 1923
1938, 1917
1888, 1932
2459, 1757
2415, 1527
2475, 1559
2489, 1529
2472, 1565
2125, 1879
2638, 1935
2577, 1902
2701, 1970
3056, 1557
3095, 1578
3149, 1545
3164, 1549
3132, 1537
3133, 1606
3130, 1597
3175, 1623
3278, 1675
3269, 1670
3351, 1639
3375, 1660
3440, 1669
3389, 1640
3359, 1721
3431, 1761
3409, 1748
3761, 1555
3807, 1534
3831, 1567
3547, 1864
3547, 1887
3545, 1898
3541, 1915
3535, 1937
3535, 1956
4309, 1665
4350, 1657
4350, 1572
4420, 1718
4439, 1730
4479, 1743
4203, 1915
4225, 1874
